"","vaccine","manufacturer","name.age","brandname_tradename","date","year","cost","packaging","cost_type","age"
"5557","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2010-12-16,2010,128.75,"10 pack – 1 dose vials","private","ped"
"5558","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2010-12-16,2010,128.75,"5 pack – 1 dose syringes","private","ped"
"5559","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","Merck","proquad.ped","proquad",2010-12-16,2010,133.93,"10 pack – 1 dose vials","private","ped"
"5560","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2010-12-16,2010,103.41,"5 pack – 1 dose vials","private","ped"
"5561","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Novartis","menveo.ped","menveo",2010-12-16,2010,103.41,"5 pack – 1 dose vials","private","ped"
"5562","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2010-12-16,2010,50.16,"10 pack – 1 dose vials","private","ped"
"5563","Pneumococcal
13-valent [5] (Pediatric)","Wyeth","prevnar13.ped","prevnar13",2010-12-16,2010,108.75,"10 pack – 1 dose syringes, No Needle","private","ped"
"5564","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.ped","pneumovax",2010-12-16,2010,42.58,"10 pack – 1 dose vials","private","ped"
"5565","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2010-12-16,2010,69.59,"10 pack – 1 dose 2mL tubes","private","ped"
"5566","Rotavirus, Live, Oral,
Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2010-12-16,2010,102.5,"10 pack – 1 dose vials","private","ped"
"5567","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.ped","decavac",2010-12-16,2010,19.49,"10 pack – 1 dose syringes, No Needle","private","ped"
"5568","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.ped","decavac",2010-12-16,2010,19.49,"10 pack – 1 dose vials","private","ped"
"5569","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2010-12-16,2010,37.55,"10 pack – 1 dose vials","private","ped"
"5570","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2010-12-16,2010,37.55,"10 pack – 1 dose TL syringes, No Needle","private","ped"
"5571","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2010-12-16,2010,37.43,"10 pack – 1 dose vials","private","ped"
"5572","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2010-12-16,2010,37.43,"5 pack – 1 dose BD Leur-Lok syringes","private","ped"
"5573","Varicella [5]","Merck","varivax.ped","varivax",2010-12-16,2010,83.77,"10 pack – 1 dose vials","private","ped"
"5574","DTaP [1]","Sanofi Pasteur","tripedia.ped","tripedia",2010-12-16,2010,13.25,"10 pack – 1 dose vials","cdc","ped"
"5575","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2010-12-16,2010,14.75,"10 pack – 1 dose vials","cdc","ped"
"5576","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2010-12-16,2010,14.25,"10 pack – 1 dose vials","cdc","ped"
"5577","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2010-12-16,2010,14.25,"5 pack – 1 dose T-L syringes. No Needle","cdc","ped"
"5578","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2010-12-16,2010,32.75,"10 pack – 1 dose vials","cdc","ped"
"5579","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2010-12-16,2010,32.75,"10 pack – 1 dose T-L syringes","cdc","ped"
"5580","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2010-12-16,2010,49.75,"10 pack – 1 dose T-L syringes. No Needle","cdc","ped"
"5581","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2010-12-16,2010,50.7,"5 pack – 1 dose vials","cdc","ped"
"5582","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2010-12-16,2010,11.74,"10 dose vials","cdc","ped"
"5583","Hepatitis B-Hib [3]","Merck","comvax.ped","comvax",2010-12-16,2010,29.5,"10 pack – 1 dose vials","cdc","ped"
"5584","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2010-12-16,2010,13.5,"10 pack – 1 dose vials","cdc","ped"
"5585","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2010-12-16,2010,13.25,"10 pack – 1 dose vials","cdc","ped"
"5586","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2010-12-16,2010,13.25,"10 pack – 1 dose T-L syringes. No Needle","cdc","ped"
"5587","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2010-12-16,2010,44.5,"10 pack – 1 dose vials","cdc","ped"
"5588","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2010-12-16,2010,44.5,"5 pack – 1 dose","cdc","ped"
"5589","Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2010-12-16,2010,10.25,"10 pack – 1 dose vials","cdc","ped"
"5590","Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2010-12-16,2010,10.25,"10 pack – 1 dose T-L syringes, No Needle","cdc","ped"
"5591","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2010-12-16,2010,10.25,"10 pack – 1 dose vials","cdc","ped"
"5592","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2010-12-16,2010,11.511,"10 pack – 1 dose vials","cdc","ped"
"5593","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2010-12-16,2010,8.83,"5 pack – 1 dose vials","cdc","ped"
"5594","Hib [5]","GlaxoSmithKline","hiberix.ped","hiberix",2010-12-16,2010,8.66,"10 pack – 1 dose vials","cdc","ped"
"5595","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2010-12-16,2010,108.724,"10 pack – 1 dose vials","cdc","ped"
"5596","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2010-12-16,2010,96.08,"10 pack – 1 dose vials","cdc","ped"
"5597","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2010-12-16,2010,96.08,"5 pack – 1 dose syringes","cdc","ped"
"5598","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","Merck","proquad.ped","proquad",2010-12-16,2010,85.718,"10 pack – 1 dose vials","cdc","ped"
"5599","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2010-12-16,2010,79.75,"5 pack – 1 dose vials","cdc","ped"
"5600","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Novartis","menveo.ped","menveo",2010-12-16,2010,79.75,"5 pack – 1 dose vials","cdc","ped"
"5601","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2010-12-16,2010,18.637,"10 pack – 1 dose vials","cdc","ped"
"5602","Pneumococcal
13-valent [5] (Pediatric)","Wyeth","prevnar13.ped","prevnar13",2010-12-16,2010,91.75,"10 pack – 1 dose syringes, No Needle","cdc","ped"
"5603","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.ped","pneumovax",2010-12-16,2010,30.034,"10 pack – 1 dose vials","cdc","ped"
"5604","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2010-12-16,2010,59.176,"10 pack – 1 dose 2mL tubes","cdc","ped"
"5605","Rotavirus, Live, Oral,
Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2010-12-16,2010,83.75,"10 pack – 1 dose vials","cdc","ped"
"5606","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.ped","decavac",2010-12-16,2010,16.5,"10 pack – 1 dose syringes, No Needle","cdc","ped"
"5607","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.ped","decavac",2010-12-16,2010,16.5,"10 pack – 1 dose vials","cdc","ped"
"5608","Tetanus & Diphtheria Toxoids [3]","MassBiologics","td.rename.ped","td.rename",2010-12-16,2010,15,"10 pack – 1 dose vials","cdc","ped"
"5609","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2010-12-16,2010,28.54,"10 pack – 1 dose vials","cdc","ped"
"5610","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2010-12-16,2010,28.54,"10 pack – 1 dose TL syringes, No Needle","cdc","ped"
"5611","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2010-12-16,2010,28.54,"10 pack – 1 dose vials","cdc","ped"
"5612","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2010-12-16,2010,28.54,"5 pack – 1 dose BD Leur-Lok syringes","cdc","ped"
"5613","Varicella [5]","Merck","varivax.ped","varivax",2010-12-16,2010,67.081,"10 pack – 1 dose vials","cdc","ped"
"5614","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2011-01-01,2011,63.1,"10 pack – 1 dose vials","private","adult"
"5615","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2011-01-01,2011,63.1,"5 pack – 1 dose T-L syringes, No Needle","private","adult"
"5616","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2011-01-01,2011,89.85,"10 pack – 1 dose vials","private","adult"
"5617","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2011-01-01,2011,89.85,"5 pack – 1 dose T-L syringes, No Needle","private","adult"
"5618","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2011-01-01,2011,52.5,"10 pack – 1 dose vials","private","adult"
"5619","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2011-01-01,2011,52.5,"5 pack – 1 dose T-L syringes, No Needle","private","adult"
"5620","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2011-01-01,2011,130.27,"10 pack – 1 dose vials","private","adult"
"5621","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2011-01-01,2011,128.75,"10 pack – 1 dose vial","private","adult"
"5622","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2011-01-01,2011,128.75,"5 pack – 1 dose T-L syringe, No Needle","private","adult"
"5623","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2011-01-01,2011,50.16,"10 pack – 1 dose vials","private","adult"
"5624","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.adult","pneumovax",2011-01-01,2011,37.936,"1 pack – 5 dose vials","private","adult"
"5625","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.adult","pneumovax",2011-01-01,2011,42.581,"10 pack – single dose 0.5 mL vials","private","adult"
"5626","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.adult","adacel",2011-01-01,2011,38.83,"10 pack – 1 dose vials","private","adult"
"5627","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.adult","adacel",2011-01-01,2011,38.83,"5 pack – 1 dose BD Leur-Lock syringe","private","adult"
"5628","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2011-01-01,2011,37.55,"10 pack – 1 dose vial","private","adult"
"5629","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2011-01-01,2011,37.55,"10 pack – 1 dose TL syringes","private","adult"
"5630","Varicella-Adult [5]","Merck","varivax.adult","varivax",2011-01-01,2011,83.77,"10 pack – 1 dose vials","private","adult"
"5631","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2011-01-01,2011,153.93,"10 pack – 1 dose vial","private","adult"
"5632","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2011-01-01,2011,161.5,"1 pack-single dose 0.65mL vials","private","adult"
"5633","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.adult","decavac",2011-01-01,2011,20.39,"10 pack – 1 dose vial","private","adult"
"5634","Meningococcal Conjugate (Groups A, C, H and W-135) [5]","Sanofi Pasteur","menactra.adult","menactra",2011-01-01,2011,106.49,"5 pack – 1 dose vial","private","adult"
"5635","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2011-01-01,2011,21.59,"10 pack – 1 dose vials","cdc","adult"
"5636","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2011-01-01,2011,21.59,"5 pack – 1 dose T-L syringes, No Needle","cdc","adult"
"5637","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2011-01-01,2011,43.5,"10 pack – 1 dose vials","cdc","adult"
"5638","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2011-01-01,2011,43.5,"5 pack – 1 dose T-L syringes, No Needle","cdc","adult"
"5639","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2011-01-01,2011,28,"10 pack – 1 dose vials","cdc","adult"
"5640","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2011-01-01,2011,28,"5 pack – 1 dose T-L syringes, No Needle","cdc","adult"
"5641","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2011-01-01,2011,89.168,"10 pack – 1 dose vials","cdc","adult"
"5642","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2011-01-01,2011,89.17,"10 pack – 1 dose vial","cdc","adult"
"5643","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2011-01-01,2011,89.17,"5 pack – 1 dose T-L syringe, No Needle","cdc","adult"
"5644","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2011-01-01,2011,33.614,"10 pack – 1 dose vials","cdc","adult"
"5645","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.adult","pneumovax",2011-01-01,2011,18.734,"1 pack – 5 dose vials","cdc","adult"
"5646","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax.adult","pneumovax",2011-01-01,2011,21.345,"10 pack – single dose 0.5 mL vials","cdc","adult"
"5647","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.adult","adacel",2011-01-01,2011,26.25,"10 pack – 1 dose vials","cdc","adult"
"5648","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.adult","adacel",2011-01-01,2011,26.25,"5 pack – 1 dose BD Leur-Lock syringe","cdc","adult"
"5649","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2011-01-01,2011,26.25,"10 pack – 1 dose vial","cdc","adult"
"5650","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2011-01-01,2011,26.25,"10 pack – 1 dose TL syringes","cdc","adult"
"5651","Varicella-Adult [5]","Merck","varivax.adult","varivax",2011-01-01,2011,55.364,"10 pack – 1 dose vials","cdc","adult"
"5652","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2011-01-01,2011,105.943,"10 pack – 1 dose vial","cdc","adult"
"5653","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2011-01-01,2011,116.7,"1 pack-single dose 0.65mL vials","cdc","adult"
"5654","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","decavac.adult","decavac",2011-01-01,2011,9.661,"10 pack – 1 dose vial","cdc","adult"
"5655","Meningococcal Conjugate (Groups A, C, H and W-135) [5]","Sanofi Pasteur","menactra.adult","menactra",2011-01-01,2011,64.79,"5 pack – 1 dose vial","cdc","adult"
"5656","DTaP [1]","Sanofi Pasteur","tripedia.ped","tripedia",2011-01-01,2011,23.68,"10 pack – 1 dose vials","private","ped"
"5657","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2011-01-01,2011,24.4,"10 pack – 1 dose vials","private","ped"
"5658","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2011-01-01,2011,20.96,"10 pack – 1 dose vials","private","ped"
"5659","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2011-01-01,2011,21.44,"10 pack – 1 dose T-L syringes. No Needle","private","ped"
"5660","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2011-01-01,2011,48,"10 pack – 1 dose vials","private","ped"
"5661","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2011-01-01,2011,48,"10 pack – 1 dose T-L syringes","private","ped"
"5662","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2011-01-01,2011,70.72,"10 pack – 1 dose T-L syringes, No Needle","private","ped"
"5663","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2011-01-01,2011,77.48,"5 pack – 1 dose vials","private","ped"
"5664","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2011-01-01,2011,25.43,"10 dose vial","private","ped"
"5665","Hepatitis B-Hib [3]","Merck","comvax.ped","comvax",2011-01-01,2011,43.56,"10 pack – 1 dose vial","private","ped"
"5666","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2011-01-01,2011,30.31,"10 pack – 1 dose vial","private","ped"
"5667","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2011-01-01,2011,28.74,"10 pack – 1 dose vials","private","ped"
"5668","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2011-01-01,2011,28.74,"10 pack – 1 dose T-L syringes. No Needle","private","ped"
"5669","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2011-01-01,2011,89.85,"10 pack – 1 dose vials","private","ped"
"5670","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2011-01-01,2011,89.85,"5 pack – 1 dose T-L syringes, No Needle","private","ped"
"5671","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2011-01-01,2011,21.37,"10 pack – 1 dose vials","private","ped"
"5672","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2011-01-01,2011,21.37,"10 pack – 1 dose T-L syringes, No Needle","private","ped"
"5673","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2011-01-01,2011,23.2,"10 pack – 1 dose vials","private","ped"
"5674","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2011-01-01,2011,22.77,"10 pack – 1 dose vials","private","ped"
"5675","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2011-01-01,2011,24.29,"5 pack – 1 dose vials","private","ped"
"5676","Hib [5]","GlaxoSmithKline","hiberix.ped","hiberix",2011-01-01,2011,22.83,"10 pack – 1 dose vials","private","ped"
"5677","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2011-01-01,2011,130.27,"10 pack – 1 dose vials","private","ped"
"5678","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2011-01-01,2011,128.75,"10 pack-1 dose vial","private","ped"
"5679","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2011-01-01,2011,128.75,"5 pack-1 dose syringe","private","ped"
"5680","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","Merck","proquad.ped","proquad",2011-01-01,2011,133.93,"10 pack – 1 dose vials","private","ped"
"5681","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2011-01-01,2011,106.49,"5 pack – 1 dose vial","private","ped"
"5682","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Novartis","menveo.ped","menveo",2011-01-01,2011,103.41,"5 pack – 1 dose vial","private","ped"
"5683","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2011-01-01,2011,50.16,"10 pack – 1 dose vials","private","ped"
