"","vaccine","brandname_tradename","packaging","cdc_cost_dose","private_sector_cost_dose","contract_end_date","manufacturer","date","year","ndc","contract_number"
"881","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$43.48","$92.50","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0815-11","200-2011-39588"
"882","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$43.48","$89.85","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0815-52","200-2011-39588"
"883","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0821-11","200-2011-39588"
"884","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0821-52","200-2011-39588"
"885","Hepatitis B-Adult [5]","RecombivaxHB®","10 pack – 1 dose vials","$24.042","$59.093","6/30/2012","Merck",2012-02-01,2012,"00006-4995-41","200-2011-39589"
"886","Hepatitis B-Adult [5]","RecombivaxHB®","1 pack- single dose vial","$24.042","$59.70","6/30/2012","Merck",2012-02-01,2012,"00006-4995-00","200-2011-39589"
"887","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$92.46","$130.27","6/30/2012","Merck",2012-02-01,2012,"00006-4045-41","200-2011-39589"
"888","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$77.60","$128.75","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0830-52","200-2011-39588"
"889","Measles, Mumps, & Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$35.772","$52.073","6/30/2012","Merck",2012-02-01,2012,"00006-4681-00","200-2011-39589"
"890","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials","$19.322","$57.696","6/30/2012","Merck",2012-02-01,2012,"00006-4739-00","200-2011-39589"
"891","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – single dose 0.5 mL vials","$20.569","$61.944","6/30/2012","Merck",2012-02-01,2012,"00006-4943-00","200-2011-39589"
"892","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0842-11","200-2011-39588"
"893","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-02-01,2012,"58160-0842-52","200-2011-39588"
"894","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$58.575","$87.095","6/30/2012","Merck",2012-02-01,2012,"00006-4827-00","200-2011-39589"
"895","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$113.284","$153.93","6/30/2012","Merck",2012-02-01,2012,"00006-4963-41","200-2011-39589"
"896","Zoster Vaccine Live","Zostavax®","1 pack-single dose 0.65mL vials","$118.73","$161.50","6/30/2012","Merck",2012-02-01,2012,"00006-4963-00","200-2011-39589"
"897","Tetanus and Diphtheria Toxoids","","10 pack – 1 dose vial","$9.661","$19.490","6/30/2012","Merck",2012-02-01,2012,"00006-4133-41","200-2011-39589"
"898","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$65.52","$106.49","6/30/2012","Novartis",2012-02-01,2012,"46028-0208-01","200-2011-39590"
"899","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$20.82","$63.72","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0826-11","200-2011-39588"
"900","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$20.82","$63.10","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0826-52","200-2011-39588"
"901","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$43.48","$92.50","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0815-11","200-2011-39588"
"902","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$43.48","$89.85","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0815-52","200-2011-39588"
"903","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0821-11","200-2011-39588"
"904","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0821-52","200-2011-39588"
"905","Hepatitis B-Adult [5]","RecombivaxHB®","10 pack – 1 dose vials","$24.042","$59.093","6/30/2012","Merck",2012-04-10,2012,"00006-4995-41","200-2011-39589"
"906","Hepatitis B-Adult [5]","RecombivaxHB®","1 pack- single dose vial","$24.042","$59.70","6/30/2012","Merck",2012-04-10,2012,"00006-4995-00","200-2011-39589"
"907","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$92.46","$130.27","6/30/2012","Merck",2012-04-10,2012,"00006-4045-41","200-2011-39589"
"908","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$77.60","$128.75","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0830-52","200-2011-39588"
"909","Measles, Mumps, & Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$35.772","$52.073","6/30/2012","Merck",2012-04-10,2012,"00006-4681-00","200-2011-39589"
"910","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials","$19.322","$57.696","6/30/2012","Merck",2012-04-10,2012,"00006-4739-00","200-2011-39589"
"911","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – single dose 0.5 mL vials","$20.569","$61.944","6/30/2012","Merck",2012-04-10,2012,"00006-4943-00","200-2011-39589"
"912","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0842-11","200-2011-39588"
"913","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-04-10,2012,"58160-0842-52","200-2011-39588"
"914","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$58.575","$87.095","6/30/2012","Merck",2012-04-10,2012,"00006-4827-00","200-2011-39589"
"915","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$113.284","$159.318","6/30/2012","Merck",2012-04-10,2012,"00006-4963-41","200-2011-39589"
"916","Zoster Vaccine Live","Zostavax®","1 pack-single dose 0.65mL vials","$118.73","$167.15","6/30/2012","Merck",2012-04-10,2012,"00006-4963-00","200-2011-39589"
"917","Tetanus and Diphtheria Toxoids","","10 pack – 1 dose vial","$9.661","$19.490","6/30/2012","Merck",2012-04-10,2012,"00006-4133-41","200-2011-39589"
"918","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$65.52","$106.49","6/30/2012","Novartis",2012-04-10,2012,"46028-0208-01","200-2011-39590"
"919","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$20.82","$63.72","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0826-11","200-2011-39588"
"920","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$20.82","$63.10","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0826-52","200-2011-39588"
"921","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$43.48","$92.50","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0815-11","200-2011-39588"
"922","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$43.48","$89.85","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0815-52","200-2011-39588"
"923","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0821-11","200-2011-39588"
"924","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.33","$52.50","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0821-52","200-2011-39588"
"925","Hepatitis B-Adult [5]","RecombivaxHB®","10 pack – 1 dose vials","$24.042","$59.093","6/30/2012","Merck",2012-04-24,2012,"00006-4995-41","200-2011-39589"
"926","Hepatitis B-Adult [5]","RecombivaxHB®","1 pack- single dose vial","$24.042","$59.70","6/30/2012","Merck",2012-04-24,2012,"00006-4995-00","200-2011-39589"
"927","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$92.46","$130.27","6/30/2012","Merck",2012-04-24,2012,"00006-4045-41","200-2011-39589"
"928","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$77.60","$128.75","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0830-52","200-2011-39588"
"929","Measles, Mumps, & Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$35.772","$52.073","6/30/2012","Merck",2012-04-24,2012,"00006-4681-00","200-2011-39589"
"930","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials","$19.322","$57.696","6/30/2012","Merck",2012-04-24,2012,"00006-4739-00","200-2011-39589"
"931","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – single dose 0.5 mL vials","$20.569","$61.944","6/30/2012","Merck",2012-04-24,2012,"00006-4943-00","200-2011-39589"
"932","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0842-11","200-2011-39588"
"933","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.53","$37.55","6/30/2012","GlaxoSmithKline",2012-04-24,2012,"58160-0842-52","200-2011-39588"
"934","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$58.575","$87.095","6/30/2012","Merck",2012-04-24,2012,"00006-4827-00","200-2011-39589"
"935","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$113.284","$159.318","6/30/2012","Merck",2012-04-24,2012,"00006-4963-41","200-2011-39589"
"936","Zoster Vaccine Live","Zostavax®","1 pack-single dose 0.65mL vials","$118.73","$167.15","6/30/2012","Merck",2012-04-24,2012,"00006-4963-00","200-2011-39589"
"937","Tetanus and Diphtheria Toxoids","","10 pack – 1 dose vial","$9.661","$19.490","6/30/2012","Merck",2012-04-24,2012,"00006-4133-41","200-2011-39589"
"938","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$65.52","$110.72","6/30/2012","Novartis",2012-04-24,2012,"46028-0208-01","200-2011-39590"
"939","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$21.59","$63.72","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0826-11","200-2012-51346"
"940","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$21.59","$63.10","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0826-52","200-2012-51346"
"941","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$45.11","$92.50","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0815-11","200-2012-51346"
"942","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$45.11","$92.50","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0815-52","200-2012-51346"
"943","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$28.36","$52.50","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0821-11","200-2012-51346"
"944","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$28.36","$52.50","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0821-52","200-2012-51346"
"945","Hepatitis B-Adult [5]","RecombivaxHB®","10 pack – 1 dose vials","$24.67","$59.093","6/30/2013","Merck",2012-07-06,2012,"00006-4995-41","200-2012-51349"
"946","Hepatitis B-Adult [5]","RecombivaxHB®","1 pack- single dose vial","$24.67","$59.70","6/30/2013","Merck",2012-07-06,2012,"00006-4995-00","200-2012-51349"
"947","Hepatitis B-Adult [5]","RecombivaxHB®","6 pack- 1 dose syringe","$26.19","$61.22","6/30/2013","Merck",2012-07-06,2012,"00006-4094-09","200-2012-51349"
"948","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$92.468","$130.27","6/30/2013","Merck",2012-07-06,2012,"00006-4045-41","200-2012-51349"
"949","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$77.60","$128.75","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0830-52","200-2012-51346"
"950","Measles, Mumps, & Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$37.171","$52.073","6/30/2013","Merck",2012-07-06,2012,"00006-4681-00","200-2012-51349"
"951","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials","$22.856","$57.696","6/30/2013","Merck",2012-07-06,2012,"00006-4739-00","200-2012-51349"
"952","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – single dose 0.5 mL vials","$25.649","$61.944","6/30/2013","Merck",2012-07-06,2012,"00006-4943-00","200-2012-51349"
"953","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$26.84","$37.55","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0842-11","200-2012-51346"
"954","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.84","$37.55","6/30/2013","GlaxoSmithKline",2012-07-06,2012,"58160-0842-52","200-2012-51346"
"955","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$23.718","$39.93","6/30/2013","Sanofi",2012-07-06,2012,"49281-0400-10","200-2012-51347"
"956","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$24.012","$39.93","6/30/2013","Sanofi",2012-07-06,2012,"49281-0400-15","200-2012-51347"
"957","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.883","$87.095","6/30/2013","Merck",2012-07-06,2012,"00006-4827-00","200-2012-51349"
"958","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$114.244","$159.318","6/30/2013","Merck",2012-07-06,2012,"00006-4963-41","200-2012-51349"
"959","Tetanus and Diphtheria Toxoids","","10 pack – 1 dose vial","$13.376","$19.490","6/30/2013","Merck",2012-07-06,2012,"00006-4133-41","200-2012-51349"
"960","Tetanus and Diphtheria Toxoids","Tenivac","10 pack – 1 dose vial","$13.386","$21.15","6/30/2013","Sanofi",2012-07-06,2012,"49281-0215-10","200-2012-51347"
"961","Tetanus and Diphtheria Toxoids","Tenivac","10 pack – 1 dose syringe","$13.317","$21.15","6/30/2013","Sanofi",2012-07-06,2012,"49281-0215-15","200-2012-51347"
"962","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$68.022","$110.72","6/30/2013","Novartis",2012-07-06,2012,"46028-0208-01","200-2012-51348"
"963","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$72.494","$109.66","6/30/2013","Sanofi",2012-07-06,2012,"49281-0589-05","200-2012-51347"
"964","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$21.59","$63.72","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0826-11","200-2012-51346"
"965","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$21.59","$63.10","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0826-52","200-2012-51346"
"966","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$45.11","$92.50","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0815-11","200-2012-51346"
"967","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$45.11","$92.50","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0815-52","200-2012-51346"
"968","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$24.67","$52.50","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0821-11","200-2012-51346"
"969","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$26.19","$52.50","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0821-52","200-2012-51346"
"970","Hepatitis B-Adult [5]","RecombivaxHB®","10 pack – 1 dose vials","$24.67","$59.093","6/30/2013","Merck",2012-07-31,2012,"00006-4995-41","200-2012-51349"
"971","Hepatitis B-Adult [5]","RecombivaxHB®","1 pack- single dose vial","$24.67","$59.70","6/30/2013","Merck",2012-07-31,2012,"00006-4995-00","200-2012-51349"
"972","Hepatitis B-Adult [5]","RecombivaxHB®","6 pack- 1 dose syringe","$26.19","$61.22","6/30/2013","Merck",2012-07-31,2012,"00006-4094-09","200-2012-51349"
"973","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$92.468","$130.27","6/30/2013","Merck",2012-07-31,2012,"00006-4045-41","200-2012-51349"
"974","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$77.60","$128.75","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0830-52","200-2012-51346"
"975","Measles, Mumps, & Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$37.171","$52.073","6/30/2013","Merck",2012-07-31,2012,"00006-4681-00","200-2012-51349"
"976","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials","$22.856","$57.696","6/30/2013","Merck",2012-07-31,2012,"00006-4739-00","200-2012-51349"
"977","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – single dose 0.5 mL vials","$25.649","$61.944","6/30/2013","Merck",2012-07-31,2012,"00006-4943-00","200-2012-51349"
"978","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.96","$37.55","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0842-11","200-2012-51346"
"979","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$24.96","$37.55","6/30/2013","GlaxoSmithKline",2012-07-31,2012,"58160-0842-52","200-2012-51346"
"980","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$23.718","$39.93","6/30/2013","Sanofi",2012-07-31,2012,"49281-0400-10","200-2012-51347"
"981","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$24.012","$39.93","6/30/2013","Sanofi",2012-07-31,2012,"49281-0400-15","200-2012-51347"
"982","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.883","$87.095","6/30/2013","Merck",2012-07-31,2012,"00006-4827-00","200-2012-51349"
"983","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$114.244","$159.318","6/30/2013","Merck",2012-07-31,2012,"00006-4963-41","200-2012-51349"
"984","Tetanus and Diphtheria Toxoids","","10 pack – 1 dose vial","$13.376","$19.490","6/30/2013","Merck",2012-07-31,2012,"00006-4133-41","200-2012-51349"
"985","Tetanus and Diphtheria Toxoids","Tenivac","10 pack – 1 dose vial","$13.386","$21.15","6/30/2013","Sanofi",2012-07-31,2012,"49281-0215-10","200-2012-51347"
"986","Tetanus and Diphtheria Toxoids","Tenivac","10 pack – 1 dose syringe","$13.317","$21.15","6/30/2013","Sanofi",2012-07-31,2012,"49281-0215-15","200-2012-51347"
"987","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$68.022","$110.72","6/30/2013","Novartis",2012-07-31,2012,"46028-0208-01","200-2012-51348"
"988","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$72.494","$109.66","6/30/2013","Sanofi",2012-07-31,2012,"49281-0589-05","200-2012-51347"
