"","vaccine","brandname_tradename","packaging","cdc_cost_dose","contract_end_date","manufacturer","date","year","private_sector_cost_dose","ndc","contract_number"
"1474","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes","$32.75
$32.75","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$48.00
$48.00","58160-0812-11
58160-0812-52","200-2010-33945"
"1475","DTaP-Hep B-IPV [4]","Pediarix®","5 pack – 1 dose T-L syringes. No Needle","$49.75","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$70.72","58160-0811-46","200-2010-33945"
"1476","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vials","$50.70","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$75.33","49281-0510-05","200-2010-33940"
"1477","e-IPV [5]","IPOL®","10 dose vials","$11.74","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$24.71","49281-0860-10","200-2010-33940"
"1478","Hepatitis B-Hib [3]","COMVAX®","10 pack – 1 dose vials","$29.50","03/31/2011","Merck",2010-12-03,2010,"$43.56","00006-4898-00","200-2010-34037"
"1479","Hepatitis A Pediatric [5]","VAQTA®","10 pack – 1 dose vials","$13.50","03/31/2011","Merck",2010-12-03,2010,"$30.31","00006-4831-41","200-2010-34037"
"1480","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes. No Needle","$13.25
$13.25","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$28.74
$28.74","58160-0825-11
58160-0825-52","200-2010-33945"
"1481","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose
T-L syringes, No Needle","$44.50
$44.50","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$89.95
$89.85","58160-0815-11
58160-0815-46","200-2010-33945"
"1482","Hepatitis B[5]
Pediatric/Adolescent","ENGERIX B®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes, No Needle","$10.25
$10.25","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$21.37
$21.37","58160-0820-11
58160-0820-52","200-2010-33945"
"1483","Hepatitis B [5]
Pediatric/Adolescent","RECOMBIVAX HB®","10 pack – 1 dose vials","$10.25","03/31/2011","Merck",2010-12-03,2010,"$23.20","00006-4981-00","200-2010-34037"
"1484","Hib [5]","PedvaxHIB®","10 pack – 1 dose vials","$11.511","03/31/2011","Merck",2010-12-03,2010,"$22.77","00006-4897-00","200-2010-34037"
"1485","Hib [5]","ActHIB®","5 pack – 1 dose vials","$8.83","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$23.61","49281-0545-05","200-2010-33940"
"1486","Hib [5]","Hiberix®","10 pack – 1 dose vials","$8.66","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$22.83","58160-0806-05","200-2010-33945"
"1487","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Gardasil®","10 pack – 1 dose vials","$108.724","03/31/2011","Merck",2010-12-03,2010,"$130.27","00006-4045-41","200-2010-34037"
"1488","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","Cervarix®","10 pack – 1 dose vials
5 pack – 1 dose syringes","$96.08
$96.08","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$128.75
$128.75","58160-0830-11
58160-0830-46","200-2010-33945"
"1489","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","ProQuad®","10 pack – 1 dose vials","$85.718","03/31/2011","Merck",2010-12-03,2010,"$133.93","00006-4999-00","200-2010-34037"
"1490","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Menactra®","5 pack – 1 dose vials","$79.75","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$103.41","49281-0589-05","200-2010-33940"
"1491","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Menveo®","5 pack – 1 dose vials","$79.75","03/31/2011","Novartis",2010-12-03,2010,"$103.41","46028-0208-01","200-2010-33942"
"1492","Measles, Mumps and Rubella (MMR) [1]","MMRII®","10 pack – 1 dose vials","$18.637","03/31/2011","Merck",2010-12-03,2010,"$50.16","00006-4681-00","200-2010-34037"
"1493","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$91.75","03/31/2011","Wyeth",2010-12-03,2010,"$108.75","00005-1971-02","200-2010-33943"
"1494","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – 1 dose vials","$30.034","03/31/2011","Merck",2010-12-03,2010,"$42.58","00006-4943-00","200-2010-34037"
"1495","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose 2mL tubes","$59.176","03/31/2011","Merck",2010-12-03,2010,"$69.59","00006-4047-41","200-2010-34037"
"1496","Rotavirus, Live, Oral,
Oral [5]","Rotarix®","10 pack – 1 dose vials","$83.75","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$102.50","58160-0805-11","200-2010-33945"
"1497","Tetanus & Diphtheria Toxoids [3]","DECAVAC®","10 pack – 1 dose syringes, No Needle
10 pack – 1 dose vials","$16.50
$16.50","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$19.49
$19.49","49281-0291-10
49281-0291-83","200-2010-33940"
"1498","Tetanus & Diphtheria Toxoids [3]","MassBiologics","10 pack – 1 dose vials","$15.00","03/31/2011","MassBiologics",2010-12-03,2010,"","14362-0111-03","200-2010-33941"
"1499","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","BOOSTRIX®","10 pack – 1 dose vials
10 pack – 1 dose TL syringes, No Needle","$28.54
$28.54","03/31/2011","GlaxoSmithKline",2010-12-03,2010,"$37.55
$37.55","58160-0842-11
58160-0842-51","200-2010-33945"
"1500","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","ADACEL®","10 pack – 1 dose vials
5 pack – 1 dose BD Leur-Lok syringes","$28.54
$28.54","03/31/2011","Sanofi Pasteur",2010-12-03,2010,"$37.43
$37.43","49281-0400-10
49281-0400-15","200-2010-33940"
"1501","Varicella [5]","Varivax®","10 pack – 1 dose vials","$67.081","03/31/2011","Merck",2010-12-03,2010,"$83.77","00006-4827-00","200-2010-34037"
"1502","DTaP [1]","Tripedia®
DAPTACEL®","10 pack – 1 dose vials
10 pack – 1 dose vials","$13.25
$14.75","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$23.06
$23.76","49281-0298-10
49281-0298-10","200-2010-33940"
"1503","DTaP [1]","Infanrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$14.25
$14.25","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$20.96
$21.44","58160-0810-11
58160-0810-52","200-2010-33940"
"1504","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes","$32.75
$32.75","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$48.00
$48.00","58160-0812-11
58160-0812-52","200-2010-33945"
"1505","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose T-L syringes. No Needle","$49.75","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$70.72","58160-0811-51","200-2010-33945"
"1506","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vials","$50.70","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$75.33","49281-0510-05","200-2010-33940"
"1507","e-IPV [5]","IPOL®","10 dose vials","$11.74","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$24.71","49281-0860-10","200-2010-33940"
"1508","Hepatitis B-Hib [3]","COMVAX®","10 pack – 1 dose vials","$29.50","03/31/2011","Merck",2010-12-16,2010,"$43.56","00006-4898-00","200-2010-34037"
"1509","Hepatitis A Pediatric [5]","VAQTA®","10 pack – 1 dose vials","$13.50","03/31/2011","Merck",2010-12-16,2010,"$30.31","00006-4831-41","200-2010-34037"
"1510","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes. No Needle","$13.25
$13.25","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$28.74
$28.74","58160-0825-11
58160-0825-52","200-2010-33945"
"1511","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose
T-L syringes, No Needle","$44.50
$44.50","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$89.95
$89.85","58160-0815-11
58160-0815-46","200-2010-33945"
"1512","Hepatitis B[5]
Pediatric/Adolescent","ENGERIX B®","10 pack – 1 dose vials
10 pack – 1 dose T-L syringes, No Needle","$10.25
$10.25","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$21.37
$21.37","58160-0820-11
58160-0820-52","200-2010-33945"
"1513","Hepatitis B [5]
Pediatric/Adolescent","RECOMBIVAX HB®","10 pack – 1 dose vials","$10.25","03/31/2011","Merck",2010-12-16,2010,"$23.20","00006-4981-00","200-2010-34037"
"1514","Hib [5]","PedvaxHIB®","10 pack – 1 dose vials","$11.511","03/31/2011","Merck",2010-12-16,2010,"$22.77","00006-4897-00","200-2010-34037"
"1515","Hib [5]","ActHIB®","5 pack – 1 dose vials","$8.83","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$23.61","49281-0545-05","200-2010-33940"
"1516","Hib [5]","Hiberix®","10 pack – 1 dose vials","$8.66","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$22.83","58160-0806-05","200-2010-33945"
"1517","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Gardasil®","10 pack – 1 dose vials","$108.724","03/31/2011","Merck",2010-12-16,2010,"$130.27","00006-4045-41","200-2010-34037"
"1518","HPV – Bivalent Human Papillomavirus Types
16 and 18 [5]","Cervarix®","10 pack – 1 dose vials
5 pack – 1 dose syringes","$96.08
$96.08","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$128.75
$128.75","58160-0830-11
58160-0830-46","200-2010-33945"
"1519","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","ProQuad®","10 pack – 1 dose vials","$85.718","03/31/2011","Merck",2010-12-16,2010,"$133.93","00006-4999-00","200-2010-34037"
"1520","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Menactra®","5 pack – 1 dose vials","$79.75","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$103.41","49281-0589-05","200-2010-33940"
"1521","Meningococcal Conjugate (Groups A, C, Y and
W-135) [5]","Menveo®","5 pack – 1 dose vials","$79.75","03/31/2011","Novartis",2010-12-16,2010,"$103.41","46028-0208-01","200-2010-33942"
"1522","Measles, Mumps and Rubella (MMR) [1]","MMRII®","10 pack – 1 dose vials","$18.637","03/31/2011","Merck",2010-12-16,2010,"$50.16","00006-4681-00","200-2010-34037"
"1523","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$91.75","03/31/2011","Wyeth",2010-12-16,2010,"$108.75","00005-1971-02","200-2010-33943"
"1524","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – 1 dose vials","$30.034","03/31/2011","Merck",2010-12-16,2010,"$42.58","00006-4943-00","200-2010-34037"
"1525","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose 2mL tubes","$59.176","03/31/2011","Merck",2010-12-16,2010,"$69.59","00006-4047-41","200-2010-34037"
"1526","Rotavirus, Live, Oral,
Oral [5]","Rotarix®","10 pack – 1 dose vials","$83.75","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$102.50","58160-0805-11","200-2010-33945"
"1527","Tetanus & Diphtheria Toxoids [3]","DECAVAC®","10 pack – 1 dose syringes, No Needle
10 pack – 1 dose vials","$16.50
$16.50","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$19.49
$19.49","49281-0291-10
49281-0291-83","200-2010-33940"
"1528","Tetanus & Diphtheria Toxoids [3]","MassBiologics","10 pack – 1 dose vials","$15.00","03/31/2011","MassBiologics",2010-12-16,2010,"","14362-0111-03","200-2010-33941"
"1529","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","BOOSTRIX®","10 pack – 1 dose vials
10 pack – 1 dose TL syringes, No Needle","$28.54
$28.54","03/31/2011","GlaxoSmithKline",2010-12-16,2010,"$37.55
$37.55","58160-0842-11
58160-0842-51","200-2010-33945"
"1530","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","ADACEL®","10 pack – 1 dose vials
5 pack – 1 dose BD Leur-Lok syringes","$28.54
$28.54","03/31/2011","Sanofi Pasteur",2010-12-16,2010,"$37.43
$37.43","49281-0400-10
49281-0400-15","200-2010-33940"
"1531","Varicella [5]","Varivax®","10 pack – 1 dose vials","$67.081","03/31/2011","Merck",2010-12-16,2010,"$83.77","00006-4827-00","200-2010-34037"
"1532","DTaP [1]","Tripedia®","10 pack – 1 dose vials","$13.25","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$23.68","49281-0298-10","200-2010-33940"
"1533","DTaP [1]","Daptacel®","10 pack – 1 dose vials","$14.15","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$24.40","49281-0286-10","200-2010-33940"
"1534","DTaP [1]","Infanrix®","10 pack – 1 dose vials","$14.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$20.96","58160-0810-11","200-2010-33945"
"1535","DTaP [1]","Infanrix®","10 pack – 1 dose T-L syringes. No Needle","$14.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$21.44","58160-0810-52","200-2010-33945"
"1536","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vials","$32.75","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$48.00","58160-0812-11","200-2010-33945"
"1537","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose T-L syringes","$32.75","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$48.00","58160-0812-52","200-2010-33945"
"1538","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose T-L syringes, No Needle","$49.75","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$70.72","58160-0811-51","200-2010-33945"
"1539","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vials","$50.70","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$77.48","49281-0510-05","200-2010-33940"
"1540","e-IPV [5]","IPOL®","10 dose vial","$11.74","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$25.43","49281-0860-10","200-2010 -33940"
"1541","Hepatitis B-Hib [3]","Comvax®","10 pack – 1 dose vial","$29.50","03/31/2011","Merck",2011-01-01,2011,"$43.56","00006-4898-00","200-2010-34037"
"1542","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$13.50","03/31/2011","Merck",2011-01-01,2011,"$30.31","00006-4831-41","200-2011-34037"
"1543","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vials","$13.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$28.74","58160-0825-11","200-2011-33945"
"1544","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose T-L syringes. No Needle","$13.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$28.74","58160-0825-52","200-2011-33945"
"1545","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vials","$44.50","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$89.85","58160-0815-11","200-2010-33945"
"1546","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","5 pack – 1 dose T-L syringes, No Needle","$44.50","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$89.85","58160-0815-46","200-2010-33945"
"1547","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose vials","$10.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$21.37","58160-0820-11","200-2010-33945"
"1548","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose T-L syringes, No Needle","$10.25","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$21.37","58160-0820-52","200-2010-33945"
"1549","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vials","$10.25","03/31/2011","Merck",2011-01-01,2011,"$23.20","00006-4981-00","200-2010-34037"
"1550","Hib [5]","PedvaxHIB®","10 pack – 1 dose vials","$11.511","03/31/2011","Merck",2011-01-01,2011,"$22.77","00006-4897-00","200-2010-34037"
"1551","Hib [5]","ActHIB®","5 pack – 1 dose vials","$8.83","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$24.29","49281-0545-05","200-2010-33940"
"1552","Hib [5]","Hiberix®","10 pack – 1 dose vials","$8.66","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$22.83","58160-0806-05","200-2010-33945"
"1553","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Gardasil®","10 pack – 1 dose vials","$108.724","03/31/2011","Merck",2011-01-01,2011,"$130.27","00006-4045-41","200-2010-34037"
"1554","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","Cervarix®","10 pack-1 dose vial","$96.08","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$128.75","58160-0830-11","200-2010-33945"
"1555","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","Cervarix®","5 pack-1 dose syringe","$96.08","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$128.75","58160-0830-46","200-2010-33945"
"1556","Measles, Mumps, Rubella and Varicella (MMR-V) [2]","ProQuad®","10 pack – 1 dose vials","$85.718","03/31/2011","Merck",2011-01-01,2011,"$133.93","00006-4999-00","200-2010-34037"
"1557","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$79.75","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$106.49","49281-0589-05","200-2010-33940"
"1558","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$79.75","03/31/2011","Novartis",2011-01-01,2011,"$103.41","46028-0208-01","200-2010-33942"
"1559","Measles, Mumps and Rubella (MMR) [1]","MMRII®","10 pack – 1 dose vials","$18.637","03/31/2011","Merck",2011-01-01,2011,"$50.16","00006-4681-00","200-2010-34037"
"1560","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$91.75","03/31/2011","Wyeth",2011-01-01,2011,"$108.75","00005-1971-02","200-2010-33943"
"1561","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack – 1 dose vials","$30.034","03/31/2011","Merck",2011-01-01,2011,"$42.58","00006-4943-00","200-2010-34037"
"1562","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose 2mL tubes","$59.176","03/31/2011","Merck",2011-01-01,2011,"$69.59","00006-4047-41","200-2010-34037"
"1563","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vials","$83.75","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$102.50","58160-0805-11","200-2010-33945"
"1564","Tetanus & Diphtheria Toxoids [3]","Decavac®","10 pack – 1 dose syringes
No Needle","$16.50","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$20.39","49281-0291-10","200-2010-33940"
"1565","Tetanus & Diphtheria Toxoids [3]","Decavac®","10 pack – 1 dose vials","$16.50","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$20.39","49281-0291-83","200-2010-33940"
"1566","Tetanus & Diphtheria Toxoids [3]","MassBiologics","10 pack – 1 dose vials","$15.00","03/31/2011","MassBiologics",2011-01-01,2011,"","14362-0111-03","200-2010-33941"
"1567","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials","$28.54","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$37.55","58160-0842-11","200-2010-33945"
"1568","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes,
No Needle","$28.54","03/31/2011","GlaxoSmithKline",2011-01-01,2011,"$37.55","58160-0842-51","200-2010-33945"
"1569","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials","$28.54","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$38.83","49281-0400-10","200-2010-33940"
"1570","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose BD Leur-Lok syringes","$28.54","03/31/2011","Sanofi Pasteur",2011-01-01,2011,"$38.83","49281-0400-15","200-2010-33940"
"1571","Varicella [5]","Varivax®","10 pack – 1 dose vials","$67.081","03/31/2011","Merck",2011-01-01,2011,"$83.77","00006-4827-00","200-2010-34037"
"1572","DTaP [1]","Tripedia®","10 pack – 1 dose vials","$13.25","03/31/2011","Sanofi Pasteur",2011-01-31,2011,"$23.68","49281-0298-10","200-2010-33940"
"1573","DTaP [1]","Daptacel®","10 pack – 1 dose vials","$14.15","03/31/2011","Sanofi Pasteur",2011-01-31,2011,"$24.40","49281-0286-10","200-2010-33940"
"1574","DTaP [1]","Infanrix®","10 pack – 1 dose vials","$14.25","03/31/2011","GlaxoSmithKline",2011-01-31,2011,"$20.96","58160-0810-11","200-2010-33945"
"1575","DTaP [1]","Infanrix®","10 pack – 1 dose T-L syringes. No Needle","$14.25","03/31/2011","GlaxoSmithKline",2011-01-31,2011,"$21.44","58160-0810-52","200-2010-33945"
"1576","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vials","$32.75","03/31/2011","GlaxoSmithKline",2011-01-31,2011,"$48.00","58160-0812-11","200-2010-33945"
"1577","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose T-L syringes","$32.75","03/31/2011","GlaxoSmithKline",2011-01-31,2011,"$48.00","58160-0812-52","200-2010-33945"
"1578","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose T-L syringes, No Needle","$49.75","03/31/2011","GlaxoSmithKline",2011-01-31,2011,"$70.72","58160-0811-51","200-2010-33945"
